게시대명,게시대위치명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,현수막규격,게시면수,부착금액,용도구분명,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
34금산읍 새말삼거리,금산읍 새말삼거리,충청남도,금산군,,충청남도 금산군 군북면 내부리 665,36.1280598,127.4983255,575x70,5,11700,,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
35금산읍 주공아파트 옆(좌),금산읍 주공아파트 옆(좌),충청남도,금산군,,충청남도 금산군 금산읍 상리 352-6,36.11079135,127.4833606,575x70,6,11700,,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
36금산읍 주공아파트 옆(중),금산읍 주공아파트 옆(중),충청남도,금산군,,충청남도 금산군 금산읍 상리 352-6,36.11079135,127.4833606,575x70,6,11700,,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
C24,코이즈 앞 삼거리,충청북도,충주시,,충청북도 충주시 대소원면 본리 1136,36.98747939,127.8348267,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C25,포스코건설연구소,충청북도,충주시,,충청북도 충주시 중앙탑면 용전리 726,37.01269869,127.8292855,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D1,건대 입구,충청북도,충주시,,충청북도 충주시 단월동 316-4,36.95221225,127.9050494,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D2,단월정수장 삼거리,충청북도,충주시,,충청북도 충주시 단월동 54-4,36.94291558,127.9185361,,15,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D3,새한아파트,충청북도,충주시,,충청북도 충주시 목행동 508-37,37.00352056,127.9168078,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D4,용탄삼거리,충청북도,충주시,,충청북도 충주시 용탄동 1138,37.01747346,127.9429683,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D5,"용산 2,3단지 담장",충청북도,충주시,,충청북도 충주시 용산동 1686,36.9626957,127.9469987,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D6,충주산단삼거리,충청북도,충주시,,충청북도 충주시 목행동 산 31-2,37.00871552,127.9321067,,6,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D8,농수산물시장,충청북도,충주시,,충청북도 충주시 목행동 533-8,37.00646461,127.9229303,,6,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D9,세영더조은,충청북도,충주시,,충청북도 충주시 호암동 5,36.95751584,127.9433326,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D10,충주의료원,충청북도,충주시,,충청북도 충주시 안림동 98-6,36.97515652,127.970207,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D11,성우오토모티브,충청북도,충주시,,충청북도 충주시 용탄동 222-5,37.01796271,127.9512721,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D12,마이웨딩홀 앞 1 ((5M),충청북도,충주시,,충청북도 충주시 달천동 49-3,36.96900502,127.9131104,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D13,마이웨딩홀 앞 2 (76M),충청북도,충주시,,충청북도 충주시 달천동 85-3,36.96872999,127.9140813,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D14,살미면사무소 입구,충청북도,충주시,,충청북도 충주시 살미면 세성리 301-4,36.90323261,127.9635894,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D15,벗꽃터널 와이키키,충청북도,충주시,,충청북도 충주시 수안보면 온천리 799-1,36.84400399,127.9856072,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D16,물탕공원,충청북도,충주시,,충청북도 충주시 수안보면 온천리 314-3,36.84897866,127.9893539,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D17,수안보경찰학교,충청북도,충주시,,충청북도 충주시 수안보면 수회리 123-4,36.88185556,127.9775916,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
D18,용천삼거리,충청북도,충주시,,충청북도 충주시 살미면 용천리 429-4,36.89811866,127.9759686,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C26,곤평삼거리,충청북도,충주시,,충청북도 충주시 단월동 263-4,36.9575272,127.9059814,,12,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
1(행정용)제원면사무소,(행정용)제원면사무소,충청남도,금산군,충청남도 금산군 제원면 제원3길 3,충청남도 금산군 제원면 제원리 153-10,36.11253409,127.5460953,575x70,4,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
2(행정용)중도오거리(좌),(행정용)중도오거리(좌),충청남도,금산군,,충청남도 금산군 금산읍 중도리 94-17,36.1024456,127.4995791,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
3(행정용)중도오거리(우),(행정용)중도오거리(우),충청남도,금산군,,충청남도 금산군 금산읍 중도리 94-17,36.1024456,127.4995791,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
4(행정용)흰털바위광장 앞,(행정용)흰털바위광장 앞,충청남도,금산군,,충청남도 금산군 금산읍 중도리 93-9,36.10257143,127.4996082,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
5(행정용)중도오거리 다모아팜 앞,(행정용)중도오거리 다모아팜 앞,충청남도,금산군,,충청남도 금산군 금산읍 신대리 667-11,36.10270998,127.5001337,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
6(행정용)아인사거리,(행정용)아인사거리,충청남도,금산군,,충청남도 금산군 금산읍 아인리 698,36.10837555,127.4802765,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
7(행정용)금성면 회전로터리,(행정용)금성면 회전로터리,충청남도,금산군,,충청남도 금산군 금성면 양전리 760,36.11754517,127.4782354,575x70,2,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
8(행정용)금삼교 사거리,(행정용)금삼교 사거리,충청남도,금산군,,충청남도 금산군 금산읍 중도리 38-4,36.10309358,127.4961722,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
9(행정용)상하옥사거리,(행정용)상하옥사거리,충청남도,금산군,,충청남도 금산군 금산읍 상옥리 112-2,36.09934944,127.4873129,575x70,1,11700,행정용,충청남도 옥외광고협회 금산군지부,041-751-7373,2025-08-12,4550000,충청남도 금산군
B6,금릉초 사거리,충청북도,충주시,,충청북도 충주시 금릉동 26,36.99300324,127.928321,,20,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B7,지곡다리,충청북도,충주시,,충청북도 충주시 용산동 215,36.96524836,127.9339186,,9,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B8,영진아파트,충청북도,충주시,,충청북도 충주시 용산동 370,36.96621938,127.9387011,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B9,호암힐데스하임 앞,충청북도,충주시,,충청북도 충주시 지현동 2300-1,36.95750897,127.9331981,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B10,용산주공1단지,충청북도,충주시,,충청북도 충주시 호암동 197,36.9576749,127.9366051,,9,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B11,호암우미린 사거리,충청북도,충주시,,충청북도 충주시 호암동 1046,36.95578315,127.9212372,,11,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B12,호암하트리움 삼거리,충청북도,충주시,,충청북도 충주시 호암동 1275,36.95339249,127.9227539,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B13,한솔조경,충청북도,충주시,,충청북도 충주시 금릉동 산13-25,36.99459239,127.9171685,,24,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B14,부영2차 아파트 담장,충청북도,충주시,,충청북도 충주시 칠금동 1137,36.98069368,127.9217174,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C1,중앙탑파출소 옆,충청북도,충주시,,충청북도 충주시 중앙탑면 탑평리 205-6,37.02963237,127.8563119,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C2,충주교통대,충청북도,충주시,,충청북도 충주시 대소원면 만정리 201-5,36.96252995,127.8713761,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C3,마사마을 입구,충청북도,충주시,,충청북도 충주시 금가면 사암리 산 13-8,37.03462495,127.9262609,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C4,노은공영주차장,충청북도,충주시,,충청북도 충주시 노은면 연하리 604-72,37.04696604,127.7581335,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C5,공군부대 용교리,충청북도,충주시,,충청북도 충주시 동량면 용교리 391-1,37.02579052,127.9229274,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C7,조동리 관암,충청북도,충주시,,충청북도 충주시 동량면 조동리 1290-2,37.02681425,127.9691809,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C8,신니면회전로타리,충청북도,충주시,,충청북도 충주시 신니면 견학리 614-21,36.99449122,127.7423581,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C9,영덕삼거리(천등산 주유소),충청북도,충주시,,충청북도 충주시 산척면 영덕리 1557-7,37.07218589,127.9319825,,6,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C10,월촌마을 삼거리,충청북도,충주시,,충청북도 충주시 소태면 양촌리 산 8-9,37.08580035,127.8763009,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C11,용원초교 담장,충청북도,충주시,,충청북도 충주시 신니면 용원리 550,36.99903966,127.7287628,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C12,율능리 삼거리,충청북도,충주시,,충청북도 충주시 엄정면 율능리 287-2,37.07751085,127.9144166,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C13,대소원 사거리,충청북도,충주시,,충청북도 충주시 대소원면 대소리 148-3,36.97404031,127.8189396,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C14,능암온천,충청북도,충주시,,충청북도 충주시 앙성면 능암리 623-2,37.09043515,127.8004458,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C15,주덕오거리,충청북도,충주시,,충청북도 충주시 주덕읍 신중리 21-8,36.97620798,127.7935489,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C16,농공단지,충청북도,충주시,,충청북도 충주시 주덕읍 삼청리 158-5,36.96891406,127.7886932,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C17,중앙탑사거리,충청북도,충주시,,충청북도 충주시 중앙탑면 용전리 55-18,37.0212633,127.8522603,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C18,첨단산업단지(첨단삼거리),충청북도,충주시,,충청북도 충주시 대소원면 본리 569-26,36.9736706,127.8256206,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C19,중원산업단지,충청북도,충주시,,충청북도 충주시 신니면 신청리 123-1,36.9988311,127.7429089,,4,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C20,첨단산업단지내,충청북도,충주시,,충청북도 충주시 대소원면 본리 1117,36.9870891,127.832924,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C21,첨단 내 홈마트,충청북도,충주시,,충청북도 충주시 대소원면 영평리 581,36.99958649,127.8351832,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C22,첨단 내 이편한세상,충청북도,충주시,,충청북도 충주시 중앙탑면 용전리 726,37.01269869,127.8292855,,15,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
C23,첨단 내 유한킴벌리 사거리,충청북도,충주시,,충청북도 충주시 대소원면 완오리 1169,36.9961084,127.8388522,,5,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A-11,송정동 KT앞(광어골 입구),부산광역시,해운대구,,부산광역시 해운대구 송정동 산 56-12,35.17909645,129.1956796,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-12,우2동 센시빌아파트 입구,부산광역시,해운대구,,부산광역시 해운대구 우동 1231,35.17413077,129.1316417,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-13,우2동 신시가지 우회도로 입구,부산광역시,해운대구,,부산광역시 해운대구 우동 1185-180,35.17052091,129.1397209,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-14,재송2동 재송삼익아파트,부산광역시,해운대구,,부산광역시 해운대구 재송동 933-8,35.19186704,129.1205628,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-15,좌2동 대우 현대 사거리(대우1차 106동 앞),부산광역시,해운대구,,부산광역시 해운대구 좌동 1333,35.16739547,129.1794399,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-16,좌2동 백병원 주차장 맞은편(오른쪽),부산광역시,해운대구,,부산광역시 해운대구 좌동 1437-2,35.1738466,129.183976,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-17,좌2동 소각장 앞(왼쪽),부산광역시,해운대구,,부산광역시 해운대구 좌동 1437-2,35.1738466,129.183976,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-18,좌2동 와우공원 앞,부산광역시,해운대구,,부산광역시 해운대구 좌동 1452,35.16504225,129.1811558,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-19,좌4동 송정터널 우측(환경공단 옆),부산광역시,해운대구,,부산광역시 해운대구 좌동 1425,35.17582582,129.1843032,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-20,좌4동 송정터널 좌측,부산광역시,해운대구,,부산광역시 해운대구 좌동 1423-3,35.17751915,129.1824583,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-21,중1동 삼정그린코아 옆,부산광역시,해운대구,,부산광역시 해운대구 중동 1439-55,35.168599,129.1743086,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-22,중1동 오산공원 입구,부산광역시,해운대구,,부산광역시 해운대구 중동 1782,35.1639081,129.1698579,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
B-23,반여2동 해운대구장애인복지관 옆,부산광역시,해운대구,,부산광역시 해운대구 반여동 1502-34,35.21144061,129.121418,500cm*70cm,5,10000+10500,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
B-24,재송1동 동부센트레빌 건너편,부산광역시,해운대구,,부산광역시 해운대구 재송동 340-4,35.18299793,129.1218126,500cm*70cm,5,10000+10500,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A1,삼성1차 아파트,충청북도,충주시,,충청북도 충주시 금릉동 911,36.98746598,127.9247403,,9,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A2,임광아파트,충청북도,충주시,,충청북도 충주시 연수동 1222,36.9869399,127.928071,,20,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A3,주공아파트,충청북도,충주시,,충청북도 충주시 연수동 1236,36.98714383,127.93493,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A4,롯데마트,충청북도,충주시,,충청북도 충주시 칠금동 256-18,36.98066733,127.9126712,,15,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A5,롯데마트2,충청북도,충주시,,충청북도 충주시 칠금동 1140,36.981583,127.9134186,,3,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A6,롯데마트3,충청북도,충주시,,충청북도 충주시 칠금동 1135,36.9820189,127.9160162,,3,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A7,칠금동사무소 맞은편 공원,충청북도,충주시,,충청북도 충주시 칠금동 1135,36.9820189,127.9160162,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A8,금릉사거리,충청북도,충주시,,충청북도 충주시 칠금동 145-8,36.98696578,127.9170058,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A9,연수주공7단지,충청북도,충주시,,충청북도 충주시 연수동 213-1,36.99347973,127.9393498,,9,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A10,삼원로타리,충청북도,충주시,,충청북도 충주시 봉방동 11-8,36.97532619,127.9249714,,18,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
A11,탄금대,충청북도,충주시,,충청북도 충주시 칠금동 329-4,36.98331902,127.9088945,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B1,교현아파트 입구,충청북도,충주시,,충청북도 충주시 교현동 1311,36.98165635,127.928364,,10,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B2,부강아파트 담장,충청북도,충주시,,충청북도 충주시 교현동 1311,36.98165635,127.928364,,20,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B3,문화회관 앞 천변,충청북도,충주시,,충청북도 충주시 교현동 300-3,36.97112788,127.9381645,,8,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B4,금능공단입구 교차로,충청북도,충주시,,충청북도 충주시 금릉동 197-8,37.00071582,127.9167309,,15,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
B5,국원고 뒤,충청북도,충주시,,충청북도 충주시 칠금동 1137,36.98069368,127.9217174,,6,,,충청북도 충주시청 건축과,043-850-6432,2025-07-31,4390000,충청북도 충주시
380,삼성전기 앞,부산광역시,강서구,,부산광역시 강서구 송정동 1623-1,35.09570244,128.8528479,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
390,신호회센터 입구(동쪽),부산광역시,강서구,,부산광역시 강서구 신호동 296-3,35.08876305,128.8752421,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
400,신호회센터 입구(서쪽),부산광역시,강서구,,부산광역시 강서구 신호동 294,35.08864446,128.8725303,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
410,르노삼성자동차 맞은편(서쪽),부산광역시,강서구,,부산광역시 강서구 신호동 205,35.08876374,128.8797161,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
411,르노삼성자동차 맞은편(동쪽),부산광역시,강서구,,부산광역시 강서구 신호동 268,35.08877911,128.8821981,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
412,신호윌더하임 112동 삼거리,부산광역시,강서구,,부산광역시 강서구 신호동 25-988,35.08884111,128.8776531,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
420,화전산단 입구 사거리,부산광역시,강서구,,부산광역시 강서구 녹산동 560-9,35.11228808,128.8786969,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
430,본녹산삼거리,부산광역시,강서구,,부산광역시 강서구 녹산동 349-1,35.11280071,128.8851155,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
440,성산삼거리(좌측),부산광역시,강서구,,부산광역시 강서구 녹산동 17-18,35.12214623,128.8942076,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
441,성산삼거리(우측),부산광역시,강서구,,부산광역시 강서구 녹산동 17-18,35.12214623,128.8942076,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
450,구랑사거리,부산광역시,강서구,,부산광역시 강서구 구랑동 1228,35.12727653,128.8560759,620X90,6,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
460,지사과학산업단지 입구,부산광역시,강서구,,부산광역시 강서구 구랑동 1265,35.12900257,128.8579383,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
470,청천교 앞,부산광역시,강서구,,부산광역시 강서구 지사동 1249,35.14998833,128.8211441,620X90,6,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
480,명동교 앞,부산광역시,강서구,,부산광역시 강서구 지사동 1249,35.14998833,128.8211441,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
490,신명교 앞,부산광역시,강서구,,부산광역시 강서구 지사동 1249,35.14998833,128.8211441,620X90,6,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
500,하나은행 사거리,부산광역시,강서구,,부산광역시 강서구 구랑동 1170-4,35.13606586,128.8579068,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
510,런텍 맞은편,부산광역시,강서구,,부산광역시 강서구 미음동 1640-1,35.15322941,128.8624003,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
520,경마공원 맞은편,부산광역시,강서구,,부산광역시 강서구 범방동 341-22,35.15147084,128.8810094,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
530,천성IC,부산광역시,강서구,,부산광역시 강서구 천성동 112,35.03026691,128.8219294,620X90,6,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
540,천성마을 입구,부산광역시,강서구,,부산광역시 강서구 천성동 산 177-5,35.03278429,128.8123263,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
A-1,반송1동 새길 새반송교 옆,부산광역시,해운대구,,부산광역시 해운대구 반송동 740,35.221418,129.1448245,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-2,반송2동 윗반송 부산은행 옆,부산광역시,해운대구,,부산광역시 해운대구 반송동 74-3,35.23133489,129.1576562,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-3,반여1동 농산물 강변삼거리,부산광역시,해운대구,,부산광역시 해운대구 반여동 577-3,35.21274489,129.1210512,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-4,반여1동 무정초교 삼거리,부산광역시,해운대구,,부산광역시 해운대구 반여동 1651,35.19815651,129.123779,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-5,반여1동 석대 새길 삼거리,부산광역시,해운대구,,부산광역시 해운대구 반여동 22-1,35.21333013,129.1247855,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-6,반여1동 아시아선수촌 강변삼거리,부산광역시,해운대구,,부산광역시 해운대구 반여동 1502-16,35.20492279,129.1196129,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-7,반여1동 원동IC 맞은편 우측,부산광역시,해운대구,,부산광역시 해운대구 재송동 1247,35.19358447,129.1163171,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-8,반여1동 원동IC 맞은편 좌측,부산광역시,해운대구,,부산광역시 해운대구 재송동 1247,35.19353459,129.1163171,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-9,반여3동 버스종점 우체국 옆,부산광역시,해운대구,,부산광역시 해운대구 반여동 산 133-1,35.20140322,129.1316081,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
A-10,반여4동 우방아파트 앞,부산광역시,해운대구,,부산광역시 해운대구 반여동 1197-5,35.20383307,129.1174728,470cm*70cm,5,10000+9800,상업용,부산광역시 해운대구청,051-749-4717,2025-08-18,3330000,부산광역시 해운대구
130,명지청량사 어귀 교차로(우측),부산광역시,강서구,,부산광역시 강서구 명지동 384-7,35.11421511,128.9202911,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
131,명지청량서 어귀 교차로(좌측),부산광역시,강서구,,부산광역시 강서구 명지동 384-7,35.11421511,128.9202911,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
140,경일정보고 입구,부산광역시,강서구,,부산광역시 강서구 명지동 321-2,35.11342334,128.9232243,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
150,명지농협 앞,부산광역시,강서구,,부산광역시 강서구 명지동 233-1,35.11113228,128.9244407,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
160,명호사거리 동편(좌측),부산광역시,강서구,,부산광역시 강서구 명지동 2984-76,35.08920975,128.9126917,620X90,5,26200,기타,부산광역시 강서구청,051-970-4281,2025-07-30,3360000,부산광역시 강서구
